strategy,n_days,annual_return,annualized_mean_return,annual_volatility,sharpe,max_drawdown,cumulative_return,mean_turnover,mean_objective_gap_vs_exact,feasibility_rate
top_k_mu,1569.0,0.22940318256518877,0.22662154762323972,0.2001897179447769,1.1320339023893031,-0.20501850351528195,2.6178787034874014,0.5459459459459458,0.007101632273540157,1.0
exact,1569.0,0.07686666128871344,0.07914410684569698,0.10075674388003826,0.7854968689731235,-0.16038124278927768,0.5857923329202579,0.28918918918918923,0.0,1.0
local_search,1569.0,0.07257605356971197,0.07518139001780472,0.10106178633681921,0.7439151111701094,-0.1603812427892779,0.5468604140167657,0.28918918918918923,1.0515994535754795e-06,1.0
