strategy,n_days,annual_return,annualized_mean_return,annual_volatility,sharpe,max_drawdown,cumulative_return,mean_turnover,mean_objective_gap_vs_exact,feasibility_rate
top_k_mu,1569.0,0.20042104653842174,0.20061192494878363,0.1889156299130277,1.0619127969514255,-0.3102518427708374,2.118502610142776,0.6756756756756755,0.001212381739887023,1.0
exact,1569.0,0.15509363301737156,0.15956135374023303,0.17503939036025665,0.9115739800728992,-0.3069689097588233,1.4539547597262392,0.672972972972973,0.0,1.0
local_search,1569.0,0.15509363301737156,0.15956135374023303,0.17503939036025665,0.9115739800728992,-0.3069689097588233,1.4539547597262392,0.672972972972973,0.0,1.0
